review_text,label
I have bought several of these from her very good quality and everyone loves them. Very durable. I have had several customers where I work ask where I got them. Will be buying more. !,1
Not very impressed with this. It’s nothing more then letters cut out of construction paper! And it’s not sealed. Very disappointed,0
I like this a lot. It adds some color to my room also I am wlw if you cannot tell lol. I like it a lot. Super cute. The quality is really good too.,1
I love these soaps! They smell delicious and feel great on my skin.,1
We received our table top and couldn’t be happier. It’s of great quality and is exactly what we were looking for. It looks amazing in our space. The supplier was easy to deal with and the packaging was impeccable. It arrived well ahead of delivery date provided. Very happy with the product.,1
Easy to apply.  Looks clean and easy to read.,1
Very nice! Thank you 😊,1
This product was a great gift for my parents. They hung it outside their door. The materials used are sturdy and waterproof. I highly recommend this sign for gifting! Everyone ooed and awed over it!,1
Very nice quality for the price. Made a great wedding gift.,1
Very pretty,1
I love the address stamp I ordered! It turned out perfect! I highly recommend this product.,1
Once you get the hang of it then it’s relatively easy to use. Don’t think you will get one whole room done in a day (only because paint takes time to dry). I found that the best way to get this stencil to stick was with a spray adhesive!,1
"I purchased this as a Christmas gift. It's exactly as I expected it to look and my sister in-law loved it. She has her own handmade line of products, and really likes personal gifts like this. I'll update this review as she gets more use out of it.",1
This is perfect. Nice quality and I know she’s going to love it,1
So so soft and they are good size! They look just like the pictures!,1
My husband loved this wallet it does fade a little in time but a very thoughtful gift and it cane really fast,1
I love this pen!,1
Beautiful!,1
I am a dog lover and I love the different shirt I can buy,1
Very large and beautiful necklace,1
To thin chain broke second day,0
I had this wallet for naw 3 weeks and I have fall in love you have not idea how long I have been waiting material feels amazing smells brings lots memories back overall I will definitely buy lot more of this,1
"Storyology is an amazing game! You learn things about friends new and old, and it's a great game to play with people of all ages to see their faces light up as they recall a fond memory, or a funny one, and their delight as you remember theirs! So easy to take with on vacations too for a fun way to pass the night with a few drinks!",1
Great product. Does exactly what it's supposed to do,1
Worked perfectly for what I bought it for. Thanks,1
I bought these pumpkins for my Thanksgiving table.  They were a hit!  Perfect size and a good variety of color's.  They arrived quickly!,1
Overall the product was great. I would have liked my font larger. It would be helpful to show what the actual font looks like on the product before ordering.,1
"It's a gift for my husband, and we just LOVE IT!!!! The seller is patient and kind. I will definitely purchase another keychain for my friend!!",1
Simple and classy.  No tarnishing or skin irration.,1
Looks great and easy to recover the seats,1
Fast shipping.  Just as described,1
Did not last a month. Cord will not reel back in,0
I bought this to go over my crystal/Wicca shelf because it fit into my aesthetic. It is perfect and I feel a connection to it.,1
"My boyfriend ordered earrings like these for me for Christmas from bling jewelry, the backs would not stay on and one fell out of my ear 3 days after I got them. So I ordered these to replace them and they are amazing! The backs stay on tight! I get a lot of compliments on them!",1
"Very nice, shiny.",1
Cute idea but sadly mine comes broken from the clip.. Daughter loves it cause is her name on it so we are looking for a chain so she can use it,1
As noted above,1
"High quality, great product!",1
Very nice workmanship on this collar. It’s the nicest dog collar I’ve ever bought.  Fits perfectly and looks great.,1
"I got this for my granddaughter, she is learning to spell her name with the puzzle pieces. She loves it.",1
A perfect way to add chic to any mirror,1
It arrived as expected and is very pretty. I would recommend this company.,1
"The bar is a bit wider than a quarter and not very long, a good thickness. I definitely recommend it! Not for continuous wearing, it'll turn your wrist green. It scratches easily and needs to painted in a clear coat it it fades after a week or so. Didn't get it wet, it just got worn out fast.",1
They are exactly what I needed! And they look so cute.,1
"The sign is a good size and high quality with the letters etched into the metal.  My husband was impressed.  Since I am using it with magnetic backing,  I would have preferred it w/o  the drilled holes,  but it doesn't come that way.",1
The necklace is beautiful and doesn’t feel cheep. It came in this nice velvet bag and a note from the seller. Amazing necklace :),1
Unique and special gift that shipped very quickly. He feels like he's in the Game of Thrones when he drinks beer out of this. Haha,1
Much smaller than anticipated,0
"Beautiful prints, arrived on time. I gave these as a gift. They are only prints , no frames included but I knew that when ordering<br />I had them framed and they look beautiful in her bath.",1
Delivered safely and looks great!,1
Beautiful,1
I bought this for a wedding gift. The couple was married on Halloween. The couple loved it! The craftsmanship great. All in all I would recommend this gift. I was a little nervous that it wouldn't arrive on time but the Seller it to me well before the wedding,1
"I ordered a necklace with two vertical tags with my cats' names on them (I know, crazy cat lady!), with 2 stones and the pearl. I absolutely love it! It's beautiful sterling, hand-crafted, and very simple in style. The prices are reasonable as well - I looked at a lot of custom jewelry sites online that would have charged a lot more for something similar. I also like that it's totally customizable and you can always add more charms, nametags, or stones to it. Another nice bonus was that it came in a pretty box with tissue paper and a ribbon, so if you're gifting you don't have to request Amazon gift wrapping. Overall nice work from an independent artist with good attention to detail.",1
Great Product and came out exactly as expected! My Husband loved it! Great customer service as well!!,1
Party favorite,1
Beware! This is an 8x10 photo printed on photo paper! It’s not the wooden box that it’s meant to look like! too expensive for a print. Description not clear that it was just a print. Not happy.,0
"I love the hard with and small details put into to the product, including the sticker that says handmade with love. I'm going to proudly put this art in my office.",1
Loved the prints. High quality.,1
Very small and dainty,0
Just what I wanted,1
The board itself is awesome but wtf is up with the planchette??,1
Really nice! Looked adorable on my daughter's cake.,1
It’s so cute! I love it! Thank you!!!,1
Great quality!,1
"I am absolutely 100% pleased with this product! I was a little concerned about the personalization as you don’t get to see a proof before you add to your cart. However, it came out perfectly! It’s on the purchaser to double check spelling and placement of all on this product. I have shown it to several friends and they are amazed at how nice it is!",1
Bought for my wife and she loved it.,1
"Beautiful piece, nicely made. One issue the necklace came apart from my pendant. Maybe it's working overtime on my behalf. I'm not disappointed now I just wear it inside of my brazier 🌞",1
Bought as gift recipient loved gave rave reviews.,1
Husband absolutely loves it!,1
Awesome for my once upon a time collection. Very unique,1
My nephew wore it for my wedding. It was adorable.,1
Not worth the price as they are just poster prints with no frame. Very disappointing.,0
Amazing!! Love the way the decal looks and is on the wall!,1
May need to make changes. I thought it would work but may need to make it monthly instead of daily.,0
"I bought this as a Birthday present and they loved it! They NEEDED something they could keep their keys, phone, wallet, and watch in the same place so this was perfect! The engraving was also nicely done and shipping was fast too!",1
"I had this bracelet custom made with cork.  It is absolutely stunning!!!  I received it within a week of ordering and I can't be happier.  Wonderful communication with seller.  I think I will be ordering another bracelet  in leather, I love it that much.",1
"The price is way too high. I bought this as a gift and it was basically just printed on photo paper. It was also like 8x10. She liked the pic, but I feel like I wasted my monies.",0
"It's nice and the text was done correctly, but it's a bit hard to read against the clear background.  Plus, after the first line the text is too small to make out easily.  The ornament is kind of plain as well, but my husband was touched by it and therefore I am happy with it.",1
It was awesome.,1
"Love, love these art prints!! They were the finishing touch in my vintage/industrial- themed guest bathroom. The illustrations are printed on a high-quality, thick, almost glossy-type of paper. This was a pleasant surprise, as I was not expecting this kind quality given the price. The pictures themselves are clear and bright. I put them in some glass frames and look awesome on the wall!!<br />Browse this seller's inventory, there are many cute themes to choose from. You won't be disappointed! I plan on buying another set for upstairs!:)",1
It looks really nice in my cat’s bathroom.,1
"Well worth the money, awesome custome ring",1
love the look,1
For some reason I thought this product was going to be much bigger. I really like it but it's way too small,1
Love the ring. Is even nicer than I thought. Seller was wonderful to work with. Answered my question quickly.,1
Beautiful necklace. Good quality. My wife loves it!,1
This bag is of amazing quality! It's the perfect size for my work laptop.,1
"Love it, on my journey to zero waste.<br /><br />Durable, soft, and absorbant ... Bought the 2 ply waffle texture version from another company, those are great but too thick for usage as a napkin.",1
Cute magnets. Perfect gifts for the often forgotten bus drivers. Better quality than I expected.,1
"Earlier I claimed damage but in reality it was the ""tea stain."" I want everyone to know it was my error yet the Company immediately sent another along with a note educating me about ""tea stained"" product. Today, my daughter loves her framed tea stain and I am returning at my expense the unopened replacement product. I have apologized to the seller as well. Gerald McFarland, Port Hueneme, CA.",1
These were a big hit at our wedding! It’s one of the little things that guests remember. I highly recommend this product.,1
I love it! Thank you.,1
Was a birthday gift for my daughter...she mentioned that it was a good quality whiskey glass heavy!,1
These ornaments are fantastic!! Very carefully crafted and just adorable. The photos don’t do them justice. So very happy with these and with the seller. Highly recommend and will use seller again in the future! Thank you!!!,1
"Very pretty, gave as a present. She loved it .",1
Loved the ring I wear it on my index finger. I have a hard time finding a ring that fits that finger.,1
This collar is perfect! It’s exactly what I wanted and precisely what was advertised. The engraving is beautiful and it came a week early! Thank you so much! I highly recommend!!! ♥️,1
my grandson like it,1
"I guess I said it all in the headline.  This is a beautiful, classy print.  It comes carefully packaged and there was not a flaw one on it!  I'm very, very happy with this purchase.  It looks beautiful in the frame I picked to place it in.",1
Really happy with these!! Took a second to put on but very happy so far.,1
This was for my 7yr old daughter she loves it. Cute and adorable for her first necklace. Price well worth it,1
"This us a gorgeous necklace, perfect length. And I think it looks more expensive than it was.",1
Very cute yet extremely frail.,1
I ordered this for my best friend as a gift and it’s EXACTLY as described and exactly what I wanted!!!! I absolutely love it and I think she’s going to freak!!,1
Got them used them but not worth the price,0
Love it,1
"I ordered three of these items in custom colors, for my coworkers.  They came in promptly and matched the description I had ordered perfectly.  The packaging was great, they were wrapped in the colorful tissue paper and tied with matching string.<br />I am very pleased with my purchase and would recommend these to others.",1
Really really beautiful and worth it! It’s literally as described. So beautiful! Can’t wait to use it for my wedding!,1
It is an excellent work of art with excellent wood that I have used for a barbecue in the garden.,1
The poster is fantastic and says exactly what I wan t to say. Be kind!!,1
My son's girlfriend loved this.  It was a 21st birthday gift.,1
"I was underwhelmed by this bracelet. 1. Wrong color - I expected gray. 2. Much thinner than I expected. It comes off as petite, especially for my husband,  and the dayglow multicolor makes it appear worse. I would be concerned ordering from this vendor again. It didn't cost much but I expected better - based on the representative photos.",0
"Perfect for restless hands. Soft jingle - sorta like change in your pocket. I have big hands and the medium just about does the trick, but bigger would be better. So, I contacted the seller and inquired about a larger size. He responded quickly and exceeded my expectations. I ordered another medium for a friend and a large Half Mobii for my desk at work. Thanks Steel Lynx!",1
Kinda thought it would be on something hard besides a piece of paper other than that I enjoy the color and love the theme,1
Loved how this invitation was featuring my sons name.,1
Solid quality of construction  and materials. I’m happy. Fits Ruger Blackhawk Bisley .45 perfectly.,1
"This is a simple, lovely necklace that can be worn casually or dressy.  I'm very pleased with this purchase and plan to order another in a different color.",1
Wonderful detail. Love it. They even adjusted the color at the last minute. It was a perfect gift!,1
"[[VIDEOID:e03aeabae1d8542bc5db71ee0dfbbad5]] Love mine!!! I live in Honolulu , Hawaii & it shipped so quick . I LOVE IT ! Can’t wait to use it for my wedding .",1
Got this as a gift for my polish girlfriend. She loves it.,1
"They are perfect, my wife loves them. You can't go wrong in buying this for your loved one",1
Love it<br />Super cute,1
"We have a cathedral ceiling in our living room, with a stone fireplace under the rising roofline.  This made a perfect addition to that empty spot.  As an added bonus, the reflections from the artwork change during the day as the sunlight comes in from different angles.<br /><br />One note on mounting - it comes with screws that you would have to poke through the piece or carefully install underneath.  We preferred not to have anything mar the appearance, so used heavy duty mounting tape on the back, where it's not visible.  Much nicer.",1
Product was not properly boxed so edges got damaged. Frame was warped so won’t sit flush on wall. Canvas was actually off center. Two stars is generous but they are fixing it and sending me a new one. Hope quality control improves.,0
Beautiful artwork and just what I needed to complete the look in my room!,1
"Not at all happy with this necklace, the charms fall behind the stone and you never see them.  This was a waste of over $50.00.",0
well made,1
I purchased this bag for my daughter when she graduated nursing school and she loved it!,1
They are just as described.,1
"This seller is amazing.  She took time and $$ to send us two sizes even though we didn't ask for them.  She trusted us to send the size we didn't want back.  I definitely recommend these covers.  We recently bought a home furnished and were a little upset when we found they switched out nice bar stools with ones with the tops torn up.  We covered them with these covers, and they look more beautiful than the ones the dishonest owners posted in their MLS photos.",1
Soft and comfy! Also a great personalized gift,1
"Looks nice in my Xmas tree, what I love the most is the memories of our first Xmas as Mr & Mrs",1
I showered with it on and it tarnished.,0
The bracelet has a good weight.<br />the bracelet crystals are big and good quality.,1
It's adorable right by my back door!!!,1
Daughter loved it great quality,1
So cute! Stands out and hasn’t fallen apart,1
"When I received the item, the silver disc (which the seller told me is aluminum and hand cut) has scruff marks on it.<br /><br />I contacted the seller and explained the scuff marks and cheap feeling and the reply from the seller was “I only use top quality materials including the light weight aluminum back piece. The aluminum is hand cut, hand stamped, polished and assembled...all by hand” I replied and again mentioned the snuff marks which weren’t addressed in the reply from the seller and never heard back from the seller again.<br /><br />If this was all assembled and stamped and polished by hand, the seller would have noticed the scruff marks and not sent that one. This shows me not much attention to detail.<br /><br />Also to note that the aluminum back piece is only one sided.<br /><br />In fairness the seller did offer a refund if I shipped it back.<br /><br />I don’t believe it’s worth the money.",0
"Perfect! With a big family doing individual ornaments was ridiculous (8 of each ornament), this was a great find!",1
"The ring is heavy, but is very accurate to the pictures, great find",1
I love it ! It’s by far the most beautiful and comfortable nose ring I have had so far and I will order another Someone stone the first one,1
"Size is good was expecting something smaller.  Liked it, as it is a fit for a y style.  Old. Country. Rustic. Modern. Etc.",1
No frames,0
"Very well designed and constructed. I had to send it back, due to my wanting a more masculine sized design. In any case, the ring was beautiful well made and the seller was very responsive.",1
Is attractive.,1
"These pictures are cute. I bought two pictures of the same basic design, and the steampunk cat was one of them. The other one was the octopus. Great conversation pieces for a very small room. I hung them in a small bathroom and they were immediately noticed.<br /><br />I would not suggest using them in a large room. They would get lost and moreover I would suggest higher quality art in a living room or a family room or more personal art. One needs to get up close to enjoy the fact that vintage dictionary pages are used for the paper medium. A small room facilitates that. As such I am most pleased with displaying them in a small bathroom. Perfect as a matter of fact! Gives people something to look at while seated ...",1
Muy buena y protege mucho,1
"Está bonito pero demasiado pequeño, de alto y largo. Podría ser 12x24, es para pared, la cabecera",0
"It was a gift, but she loves them!!",1
"Shipping was so quick. I received it 3 days after I ordered. The bracelet/ anklets are too cute. Looks small but it stretches. Twins not here yet so I will place them on once born. I just don't want them to be too small and leave a imprint on skin. Besides that, it's perfect.",1
Have several summer tops in the deep blue color so the reason for purchase.,1
I bought it again for a gift for someone. Nice craftmanship,1
Absolutely beautiful.  Better than expected.  I’m sure my future husband will love it on our wedding day.,1
"Excellent Personalized Decal perfect for over child's twin head board. Takes a little skill to install, but have patience and go slow for excellent result.",1
"Son is a choreographer, he loved them, has them in his classroom wall.",1
I love them and wear them as much as I can. I am a buddhist so they have extra meaning for me.,1
Great product,1
Small but great quality and beautiful. Perfect for my 3rd ear piercing.,1
the craftsmanship is top notch it is compared to carl Thomas  sheaths I like the ring it makes my buck ride like no other sheath does I will buy other sheaths from Nikolov leather,1
Seems like a nice anklet.  I got it as a gift for someone so can't really speak to durability.,1
Perfect for our woodland theme baby shower thank you cards!,1
My mom absolutely loved this gift!,1
"Great product, beautifully crafted bracer. Would definitely recommend!",1
Very nice decals.  Love the font. Easy to apply. Very fast shipping.,1
AWESOME  !! Totally worth the purchase!,1
"I am so glad I ordered this shark, it's well made and it looks beautiful on my wall. It was easy to hang with some picture wire and a wall anchor since it's fairly heavy.",1
"Fast shipping and well produced! The girls loved their cups, we took them everywhere during our Girls Trip; keeps the ice cold for hours. Will purchase again!",1
Very cute and liked the personalization. No issues here. Bridesmaids liked them,1
So cute...ordered 3...one for each dog. Very fast shipping and that is a custom order!,1
Love it and smells like cotton candy ❤️Totally addicted to this body butter❤️,1
"The stickers arrived quickly & safely. I could stick them right onto the favor bags for my sisters baby shower. However, they’re a little small.",1
"I don't consider myself very crafty and often get frustrated simply by the idea of something like this. However, I received this kit for Christmas and was thoroughly impressed! The kit contains a hoop, 2 felting needles, a foam block, and all the felt you'll need. You also receive a few paper inserts with directions for how to access the video instructions.<br /><br />The instructions are straight-forward and easy to follow. I only had to watch the video once and then was off to create my project. I really enjoyed this, and can't wait to try more. It was a wonderful way to get in some ""me time"" without being glued to a screen.",1
Very happy.,1
The colors are bright and go good with other bracelets I wear.,1
Very unique look. We are using for rustic wood mantle and they really finish off the project.,1
"Love this nose ring. It's just as beautiful as in the picture & description. It's the perfect size for my nose & the colors on the beads are spot on, bright & not faded. I'm very pleased with this purchase & highly recommend for someone wanting to buy a hoop that may be a little hesitant. I was at 1st since I'm used to using diamond L shaped studs but gave this one a try & I'm a happy girl 😁",1
"I loved this bracelet! And the map is of really good quality. I broke the bracelet my own fault, and I’m still wearing the map on my necklace!",1
"I love, love, love this. I want more unique items like this for my office. A conversation starter for sure.",1
So adorable! My mom will love it!,1
Love it but wish the stone was bigger,1
They look great. Will make awesome gifts. Looks like high quality. Will order again,1
"Exactly what I wanted! Unfortunately, the pair I was sent appear to be rose gold and not gold. Not sure if I should reorder and see if it was a one-time mistake or if this pair always appears rose gold. Very bummed, as they are exactly as described (tiny and adorable).",1
Exactly the quality I have come to expect from extraction engine. Perfect size,1
"I gave as a gift and they love it, it is very cool that is on top of a newspaper page",1
[[VIDEOID:bbe6517681bc98a23316cc9346b3491c]] This deck is good and great for in depth business questions that you may have about your own business or any other money related readings it’s a really cool deck I would encourage you to buy it it has 70 cards which rate for an oracle deck it’s totally worth the money 😌😁,1
So cute! I'm excited to swap out my old wallet for this looks great,1
"This is a nice plaque. However, I was expecting it to be red as pictured.  I should have realized that ""copper"" is not red.<br />Was ordered for a birthday present.  It is nice but not true to color shown on website.",1
"These earrings are very delicate and pretty.  The wire they are made from is very fine, but holds its shape.  The back part of the wire is very long and I found it a bit difficult but that feature also makes them more secure.  All in all very beautiful earrings.",1
Love this!!!,1
Beautiful artwork I am so happy with it! The grain makes the image look slightly vintage so it’s perfect!,1
This was a Christmas present for my adult daughter and she absolutely loved it!,1
Really pleased with my purchase. Bought for Yeti 30oz. Good size. Stuck on really easily and is securely attached. Doesn't look cheap at all. Very impressed.,1
Sentimental reminder of 20th Anniversary!,1
"Small, but lovely.  It was a gift and she loved it!",1
Love them this was my third one now plan on buying 1 more!,1
"Outstanding craftsmanship. This simple wallet holds everything I need but is minimal and fits easily in the front pocket of any pair of pants I own. I love that I was able to customize with my choice of threading and they were even able to emboss with my name upon request. Upon arrival it smelled like quality leather. It has broken in quickly and I'm looking forward to many, many more days with this. An incredible value!",1
fits in nicely in an IP related enviroment,1
"I'm glad that I was getting this for the bracelet and that the amethyst necklace was a bonus because it's kinda meh.  The obsidian beads are fantastic, though.  They look and feel great.",1
"Purchased in Aqua, the color is just as vibrant and true as I see in the picture. Even better than expected love that it’s lasered and not those wash away vinyl stickers. Perfect as a gift!",1
I have used their legs before and these are wonderful.  I chose powder coating for the large white birch slab coffee table I am finishing.  This company is noe my go to provider when I complete tables.,1
Great Quality and super fast shipping. Definitely will be buying more.,1
Great product! Good quality.,1
"Looks OK, I bought three. Two have broken within a month. The metal links aren't very strong.",0
These are truly amazing.,1
"Stop looking at the ""other guys"", these are the ones to get period. SUPER Strong, incredibly easy to install. I pull myself up on the side of my Jeep so I can get to my roof all the time only using these things and I'm 200 lbs. Zero issue for these. I love them and the color is spot on. Excellent job to the seller and HIGHLY recommend!",1
"[[VIDEOID:dcb4763a8d6c987365f7370a9127576]] I noticed with other tiger’s eye bracelets they have 3 of each stone lined up triangularly but this one only have 2 stones of each. This is not a con for me but it maybe for others hence why I mentioned so you can make a well informed decision on whether you want to purchase this bracelet. With that said I love the blue tiger’s eye! It’s very vibrant in color. Both the single and double strand bracelets are well made. I used to like the bracelets that were made with the elastic string but they would break almost all the time. Now that they make these type of bracelets batter I prefer these over the elastic ones. What I mean about them making this type of bracelet better is that they are more inclusive in sizing, the strings are easier to tighten without needing another person (I use my teeth…lol) and it stays in place with out loosing up. I love how the stones are braided with the strong instead of just strung along. For $23 you get 2 bracelets for the price of one. I highly recommend getting this set.",1
PERFECT for a baby shower LOVED this,1
this came out SO nice !!,1
Absolutely beautiful! My wife loved them!,1
Awesome piece - good value for money ...I receive lots of complements. Sits a bit high though so one has to be careful. But overall giving it a 5-star rating.,1
Well made taking detail into consideration. I would definitely purchase other items from this business.,1
"The product is overall heavy and of good quality. When I say it’s heavy, I mean that it is not cheaply made. Both of the colors (brown and purple) look really nice. It was easy to put on, and comfortable to wear. I was thrilled with the product.",1
Great product.,1
Absolutely precious!  I've had several compliments - would recommend and would purchase again.,1
I bought 6 necklaces from her and added initial charms on them as well. They are beautiful and can't wait to give them to my bridesmaids,1
Beautiful reminder of my home state,1
"Beautiful earrings. Lost one in the ocean and was pretty bummed, so I bought another pair. :-)",1
Absolutely great!  So well made!  Loved it!  It was packed carefully and delicately!  Absolutely I would order from this seller again!!!,1
"[[VIDEOID:a72ffec40c21110fb817702de546722f]] I got these just to see what I would look like with a couple facial piercings. You get 4 different colors. Yellow gold, rose gold, silver, and black. Easy to get on,  but doesn't exactly stay in place well. For the price, I would definitely recommend if you are thinking about a piercing so you can preview what the outcome may look like.",0
This sign was very cute.  My cousin loved it,1
Large size is just right making to easy to remove. Glass is just the right size. Ordered another for a gift.,1
My ushers didn’t acknowledge it but the font and artwork were great,1
It’s not real malachite. It’s pretty and came in pretty packaging but it’s disappointing when that’s why you’re purchasing it.,0
Love it!,1
Nice key ring. Customized for a grandpa.,1
These earrings are very pretty and would make a perfect gift. They are perfect quality and the colors do stand out a little so that you notice them.  The silver is very shiny which makes it pop and completes the whole thing. The packaging it came in was very pretty and very well packaged so nothing got damaged.,1
The bracelet is a Christmas gift. It turned out better than I thought it would.,1
Beautiful and well crafted. My daughter loves it.,1
Great product! Love it. Bought cheap but stylish frame for it.,1
That's a finger splint. A fancy finger splint. Holds a finger to prevent the joint from moving.,1
"I love the way this tag looks, and it’s held up better than ones I’ve gotten from Petsmart. This one’s been on 24/7 for 3 months and is a little worn, but is still more than legible. The ring that comes with it is junk though, I went to the hardware store and got a better one.",1
This item is great but nurses cannot use them as sometimes the retractable string gets entangled with their taking care of their patients so they’re not allowed to wear them. Just an FYI from the Med professional I gave it to. Ummmmm,0
Not as nice as I had hoped it would be.,0
I got this for my friend & he loves it! I thought it was a beautiful photograph and my friend’s reaction was priceless when he saw it. Made my heart smile 🤗,1
Love these earrings! Gorgeous but small.,1
Great purchase. Had to bend the hoop to my nose shape but stays in well and great style,1
"Product looks beautiful but the charm broke about 2 months after wearing it, the clasp does not stay closed, and the band itself is starting to rust.  Contacted seller about issues and was informed that it was after the return time period expired and nothing can be done.  Disappointed since it is a beautiful piece of work and was not cheap, that something could not have been worked out",0
Love it! Looks exactly like the picture!!,1
Luv everything about it.  Super cool!!!,1
"Other scents do - but the jasmine, gardenia and similar varieties don't last as long as expected.  Still love them as they linger.",1
Not as big as expected took longer than said to ship,0
Great product!! I love our knives. They will make great groomsmen gifts!! Speedy shipping and great communication with seller for the customization. Highly recommend!,1
"This crossbody bag is a perfect replacement for a similar style that has worn out.  I did have an extra hole punched in the strap to make it a little longer and do wish the magnetic snap closure was a stronger magnet, but love the style.",1
I purchased these earrings for myself. I lost most of my jewelry in a fire a few years ago. These earrings are more beautiful than I expected.,1
Loved that product was as described,1
Love it,1
Unhappy with the B on the bead too expensive for what I got,0
"Didn’t buy it.... made me laugh though. To answer the question..... because somebody, Just had to go and have that attractive-looking roll-hanger. You know, the one that is impossible to change easily?",0
I love the sign it is sooo pretty I ordered it for my daughters first birthday :) however I didn't realize I ordered the small size. However they were nice enough to to a return and now I will be ordering the biggest size they have :) Totally recommend!,1
"I have super sensitive skin and it can be difficult to find cute, inexpensive earrings that work for me. These are super cute, waterproof, hypoallergenic, and come with great earring backs too (a lot of earring backs suck). Cant wait to order more in different colors, thank you and keep up the great work!",1
i got this for my mom for xmas with our families info on it and she cried from how much she loved it!!! makes an amazing gift!!!! beautiful pendant and necklace!!!!,1
Well made. Bought natural wood to do a diy bonding time with my son to paint it. Would recommend,1
A perfect gift,1
Loved these!,1
"These smudge sticks are lovely. I have ordered two and will order more in the future.<br />Well made, a great gift. Truly unique.",1
"I ordered two different pair and opted to keep these, even though I chose to wear the other pair for a special occasion.  I will definitely wear these for a future event.",1
Product was packaged nicely to avoid damage of delicate product.  Very cute necklace.,1
"It's not a sweater. It's a ""sweater print""<br />It runs large.",0
saved me the time of tying my own,1
"I have golden retrievers & so loved the hand painted effect of these cards. Almost looks like water colors! I ordered one box to make sure i liked them & after seeing them, i immediately ordered 3 more!  Very pleased.! Price was great also.",1
My gran loved it!!,1
"My first necklace wasn't quite what I had ordered, but this company cared enough to take the time and make it right!  They where great about communicating with me and quick acted to make it right!  I liked the first necklace but I love the 2nd one! Thank you very much!!",1
"[[VIDEOID:a588e97ed110a28abffbdf01defbc7d1]] Love this, the price was great. The product size was great and the quality is awesome.",1
This is a nice set of arrowhead pieces. Both are carved well. The obsidian is on a chain to wear as a necklace. The quartz one is just loose. Both make a really nice gift item to someone who likes arrowheads or crystals.,1
"After looking at all sorts of gifts for a brand new US citizen, I found this necklace, and I'm so glad. It is beautiful. The chain is delicate.  The fastening hooks seem easy to use.  The seller, Laverne, sent it right away along with a warm note. I can hardly wait till my friend opens her surprise.",1
"Unique rings, arrived quickly and seller is quick to respond. I wear mine as a pinky ring and I absolutely love it, I get asked where I got it all the time and have bought another to gift. Love it.",1
Worked super well and got many compliments,1
"The &#34;magnet&#34; does not stick to my dish washer but does my fridge, stove and microwave?? Does me no good.  I will affix a suction cup to it and set it up so I can spin it to make use of an otherwise useless purchase.",0
"I'm glad I waited to get this tag for my lil guy - its adorable and came exactly as ordered.  I got the small shiny brass; it's a little heavy, but not enough to bother me or him, so I'm good with the weight, as I love the shiny brass look.  It was delivered sooner than what was originally quoted, and it's worth the price.  For as much as these are charged in those vending machines, it's worth it to get this one instead!",1
"Looks fine but for almost $30, it’s just a piece of burlap. When I read canvas print, I was thinking the type of unfraned canvas prints I usually get that you can just hang up. But after spending $30 for a thin piece of burlap, I still have to pay for a frame. Very expensive for what you get. My husband laughed out loud and shook his head when he heard the price.",0
Was exactly what I needed for Halloween .,1
"I love this very much!! I just like the way it looks, it almost looks antique and I love it! I pretty much wear it everywhere but then again who wouldn’t. Lol",1
"The entire point of something like this is to ""motivate"" kids by having their score posted publicly. This is the definition of shame. It reduces children to their behavior and is even more problematic with the early childhood years (7 and under) because their behavior is even less in their control and more based on other factors.<br /><br />It is entirely possible to correct behavior and address issues without posting an arbitrary behavior score to the entire class. Even for the children who seem to be happy with these charts and do well with them can become preocupied with their score and form opinions on their classmates based on the chart and not their actual experiences with them.<br />The same goes for behavior based charts at home. Even without a classroom of kids, your child gets the message that mom likes them when they are good and doesn't when they don't do the right thing. They get preoccupied with the chart and performing for the parent and don't truly internalize the ""why"" behind what the chart is trying to get them to do. You don't need to be in public to feel shamed.  Even without intentionally shaming it happens.<br /><br />This type of chart was used in a work place with ADULTS during training, and it turns out that adults absolutely hate this public display of behavior. It resulted in anxiety, disengagement, fear, resentment, and embarrassment. If adults don't like these tools, how do you think kids feel?<br /><br />We all do the best we know at the time, and life is a continual learning process. There are 100% better ways to teach and parent than this and intrinsically motivate kids.<br /><br />(A visual routine chart where kids know what is coming next is something else entirely and those are very helpful.)",1
Looked much larger - actual product much smaller than expected,0
I got 2 of them to put with my wedding band and I love it,1
I used a much stronger magnet I had for the back and it works a lot better. They came with a third gift one though and are very cute looking,1
"Cute but my poor turtle arrived with a odd scrape on the side of the neck. If I had picked it out at a store, I would have chosen one with out the flaw.",1
"Wow, the pictures really don't do it justice. This is an amazing product I ordered one for a test to see if I like it and it blew me away, I will be ordering more for the rest of my party soon!",1
"Printed on Gilden heavy cotton T-shirts.  They are very good quality, so is the decal. It does not seem like it will crack or peel.  Reading others reviews always makes me skeptical, but I am very happy with this purchase! I can’t wait for us to wear them!!  I will absolutely order from White Label Creations again.<br />True to size, order your normal T-shirt size.",1
My friend loved it.,1
I love these!  would recommend them to all I bought 4 so far,1
"Thought it would be a bit bigger, but other than that nice and good quality",1
"Really love the unique setting on this. The stone in mine is neat, happens to have a somewhat translucent ellipse spot in center. Reminds me of a dragon-eye. Looks nice with a thin band ring.",1
"These earrings are just the right size, weight is just right and look very nice with anything.  They Feel Good!! Highly Recommend this purchase.",1
"Poor craftsmanship, value",0
Too much monety,0
Absolutely perfect,1
"These are well worth the price, and the clasp makes them easy to put on and take off, yet they feel secure. Go great with any other gold jewelry.",1
